Direktbeweber in den Wahlkreisen bei der Wahl zum 7. Sächsischen Landtag am 1. September 2019,,,,
47,12,BüSo,Bürgerrechtsbewegung Solidarität,"Heider, Boris"
48,1,CDU,Christlich Demokratische Union Deutschlands,"Wöller, Prof. Dr. Roland"
48,2,DIE LINKE,DIE LINKE,"Meiwald, Uta-Verena"
48,3,SPD,Sozialdemokratische Partei Deutschlands,"Forberg, Daniela"
48,4,AfD,Alternative für Deutschland,"Mayer, Norbert Otto"
48,5,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,"Kummer, Ines"
48,7,FDP,Freie Demokratische Partei,"Brandau, Lothar"
48,8,FREIE WÄHLER,FREIE WÄHLER,"Hofmann, Andreas"
48,24,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier",
,,,und Veganer,"Hanke, Martina"
,,,Seite 7 von 9,
Direktbeweber in den Wahlkreisen bei der Wahl zum 7. Sächsischen Landtag am 1. September 2019,,,,
Wahl-,,,Wahlvorschlag,
,,,,Name
kreis,Nr.,Kurzbezeichnung,Langbezeichnung,
49,1,CDU,Christlich Demokratische Union Deutschlands,"Dombois, Andrea"
49,2,DIE LINKE,DIE LINKE,"Wolf, Steffen"
49,3,SPD,Sozialdemokratische Partei Deutschlands,"Neukirch, Dagmar"
49,4,AfD,Alternative für Deutschland,"Barth, André"
49,5,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,"Weiner, Holger"
49,7,FDP,Freie Demokratische Partei,"Weinholtz, Peter"
49,8,FREIE WÄHLER,FREIE WÄHLER,"Kirsten, Thomas"
50,1,CDU,Christlich Demokratische Union Deutschlands,"Wehner, Oliver"
50,2,DIE LINKE,DIE LINKE,"Richter, Lutz"
50,3,SPD,Sozialdemokratische Partei Deutschlands,"Wätzig, Ralf"
50,4,AfD,Alternative für Deutschland,"Zwerg, Jan-Oliver Aldo"
50,5,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,"Kusic, Martin"
50,7,FDP,Freie Demokratische Partei,"Bläsner, Norbert"
50,8,FREIE WÄHLER,FREIE WÄHLER,"Rohrbeck, Dirk"
50,12,BüSo,Bürgerrechtsbewegung Solidarität,"Kamke, Doris"
50,14,Blaue #TeamPetry,Die blaue Partei,"Petry, Dr. Frauke"
51,1,CDU,Christlich Demokratische Union Deutschlands,"Michel, Jens"
51,2,DIE LINKE,DIE LINKE,"Winkler, Thomas"
51,3,SPD,Sozialdemokratische Partei Deutschlands,"Goebel, Peter"
51,4,AfD,Alternative für Deutschland,"Teichmann, Ivo"
51,5,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,"Becker, Irina"
51,7,FDP,Freie Demokratische Partei,"Kowalow, Christian"
51,8,FREIE WÄHLER,FREIE WÄHLER,"Beleites, Michael"
51,21,Dr. Müller,Dr. Müller,"Müller, Dr. Johannes"
51,23,Schaar,Schaar,"Schaar, Eckhard"
52,1,CDU,Christlich Demokratische Union Deutschlands,"Wissel, Patricia"
52,2,DIE LINKE,DIE LINKE,"Muster, Felix"
52,3,SPD,Sozialdemokratische Partei Deutschlands,"Hennersdorf, Anja"
52,4,AfD,Alternative für Deutschland,"Peschel, Frank"
52,5,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,"Jahn-Bresan, Dr. Peter"
52,7,FDP,Freie Demokratische Partei,"Rosenberg, Sirko"
52,8,FREIE WÄHLER,FREIE WÄHLER,"Senft, Walter Georg"
53,1,CDU,Christlich Demokratische Union Deutschlands,"Mikwauschk, Aloysius"
53,2,DIE LINKE,DIE LINKE,"Junge, Marion"
53,3,SPD,Sozialdemokratische Partei Deutschlands,"Michel, Kathrin"
53,4,AfD,Alternative für Deutschland,"Schultze, Christian Friedrich"
53,5,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,"Kirchhübel, Gerd"
53,7,FDP,Freie Demokratische Partei,"Schniebel, Matthias"
53,8,FREIE WÄHLER,FREIE WÄHLER,"Hutschalik, Günter Klaus"
54,1,CDU,Christlich Demokratische Union Deutschlands,"Kockert, Mathias"
54,2,DIE LINKE,DIE LINKE,"Lang, Silvio"
54,3,SPD,Sozialdemokratische Partei Deutschlands,"Dubiel-Umlauft, André"
54,4,AfD,Alternative für Deutschland,"Schreyer, Timo"
54,5,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,"Bitzka, Jens"
54,7,FDP,Freie Demokratische Partei,"Zastrow, Holger"
54,8,FREIE WÄHLER,FREIE WÄHLER,"Linack, Marcel"
55,1,CDU,Christlich Demokratische Union Deutschlands,"Hirche, Frank Uwe"
55,2,DIE LINKE,DIE LINKE,"Büchner, Ralph"
55,3,SPD,Sozialdemokratische Partei Deutschlands,"Stanulla, Kevin"
55,4,AfD,Alternative für Deutschland,"Schwietzer, Doreen"
55,5,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,"Vetter, Tom"
55,7,FDP,Freie Demokratische Partei,"Deutschmann, Ina"
55,8,FREIE WÄHLER,FREIE WÄHLER,"Nasdala, Dirk"
,,,Seite 8 von 9,
Direktbeweber in den Wahlkreisen bei der Wahl zum 7. Sächsischen Landtag am 1. September 2019,,,,
Wahl-,,,Wahlvorschlag,
,,,,Name
kreis,Nr.,Kurzbezeichnung,Langbezeichnung,
56,1,CDU,Christlich Demokratische Union Deutschlands,"Schiemann, Marko"
56,2,DIE LINKE,DIE LINKE,"Kosel, Heiko"
56,3,SPD,Sozialdemokratische Partei Deutschlands,"Baumann-Haßke, Harald"
56,4,AfD,Alternative für Deutschland,"Urban, Jörg"
56,5,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,"Kühn, Herbert Siegfried"
56,7,FDP,Freie Demokratische Partei,"Hauschild, Mike"
56,8,FREIE WÄHLER,FREIE WÄHLER,"Zeidler, Ralf"
56,12,BüSo,Bürgerrechtsbewegung Solidarität,"Faku, Christoph Tobias Mzingisi"
57,1,CDU,Christlich Demokratische Union Deutschlands,"Havenstein, Tilmann"
57,2,DIE LINKE,DIE LINKE,"Mertsching, Antonia"
57,3,SPD,Sozialdemokratische Partei Deutschlands,"Baum, Thomas"
57,4,AfD,Alternative für Deutschland,"Kuhnert, Roberto"
57,5,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,"Pilz, Thomas"
57,7,FDP,Freie Demokratische Partei,"Grubert, Sebastian"
57,8,FREIE WÄHLER,FREIE WÄHLER,"Hänchen, Siegmund"
58,1,CDU,Christlich Demokratische Union Deutschlands,"Kretschmer, Michael"
58,2,DIE LINKE,DIE LINKE,"Schultze, Mirko"
58,3,SPD,Sozialdemokratische Partei Deutschlands,"Thomas, Mike"
58,4,AfD,Alternative für Deutschland,"Wippel, Sebastian"
58,5,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,"Schubert, Franziska"
58,7,FDP,Freie Demokratische Partei,"Waurich, Stefan"
58,8,FREIE WÄHLER,FREIE WÄHLER,"Hannig, Frank"
58,11,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz,",
,,,Elitenförderung und basisdemokratische,
,,,Initiative,"Krause, Michael"
58,12,BüSo,Bürgerrechtsbewegung Solidarität,"Jakowitz, Dietmar"
59,1,CDU,Christlich Demokratische Union Deutschlands,"Reuter, Matthias"
59,2,DIE LINKE,DIE LINKE,"Wobst, Marie"
59,3,SPD,Sozialdemokratische Partei Deutschlands,"Kuhne, Thomas"
59,4,AfD,Alternative für Deutschland,"Kumpf, Mario"
59,5,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,"Pfeiffer-Prauß, Sylvio"
59,7,FDP,Freie Demokratische Partei,"Schlagehan, Christine"
59,8,FREIE WÄHLER,FREIE WÄHLER,"Hertrampf, Rico"
60,1,CDU,Christlich Demokratische Union Deutschlands,"Meyer, Dr. Stephan"
60,2,DIE LINKE,DIE LINKE,"Neumann, Tuomo"
60,3,SPD,Sozialdemokratische Partei Deutschlands,"Herrmann, Andreas"
60,4,AfD,Alternative für Deutschland,"Siegert, Christian"
60,5,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,"Mühlich, Marie"
60,7,FDP,Freie Demokratische Partei,"Grüner, Hans"
,,,Seite 9 von 9,
