;AGS;Wahlberechtigte_EW2019;Wähler_EW2019;gültige_EW2019;CDU_EW2019;DIE LINKE_EW2019;SPD_EW2019;AfD_EW2019;GRÜNE_EW2019;FDP_EW2019;FREIE WÄHLER_EW2019;Wahlberechtigte_BW2017;Wähler_BW2017;gültige_2_BW2017;CDU_2_BW2017;DIE LINKE_2_BW2017;SPD_2_BW2017;AfD_2_BW2017;GRÜNE_2_BW2017;FDP_2_BW2017;FREIE WÄHLER_2_BW2017;WK-Nr_LW2014;WK-Name_LW2014;Wahlberechtigte_LW2014;Wähler_LW2014;gültige_1_LW2014;CDU_1_LW2014;DIE LINKE_1_LW2014;SPD_1_LW2014;FDP_1_LW2014;GRÜNE_1_LW2014;NPD_1_LW2014;PIRATEN_1_LW2014;BüSo_1_LW2014;DSU_1_LW2014;AfD_1_LW2014;FREIE WÄHLER_1_LW2014;Die PARTEI_1_LW2014;Freie Bürger Leipzig_1_LW2014;Konrad Skatula_1_LW2014;Schaar_1_LW2014;WAGNER_1_LW2014;WV MFU_1_LW2014;gültige_2_LW2014;CDU_2_LW2014;DIE LINKE_2_LW2014;SPD_2_LW2014;FDP_2_LW2014;GRÜNE_2_LW2014;NPD_2_LW2014;Tierschutzpartei_2_LW2014;PIRATEN_2_LW2014;BüSo_2_LW2014;DSU_2_LW2014;AfD_2_LW2014;pro Deutschland_2_LW2014;FREIE WÄHLER_2_LW2014;Die PARTEI_2_LW2014
372;14729250;5444;3655;3605;1006;380;342;798;347;166;85;5478;4443;4402;1404;629;471;1026;161;457;41;26;Leipzig Land 4;5487;3018;2935;1245;564;394;114;187;106;40;0;0;285;0;0;0;0;0;0;0;2939;1260;521;354;127;171;98;51;27;1;2;262;6;52;7
373;14729260;20074;13173;13018;3059;1427;1811;2276;1960;791;203;20202;16049;15919;4630;2532;2096;3052;1092;1698;90;24;Leipzig Land 2;19878;10445;10370;3851;1680;2706;451;754;183;103;66;0;576;0;0;0;0;0;0;0;10374;4011;1686;1940;553;888;235;134;82;39;16;660;13;73;44
374;14729270;13060;8255;8113;2270;767;850;1919;770;397;243;13024;10049;9921;3006;1387;1219;2550;298;903;147;24;Leipzig Land 2;12803;5670;5598;2249;1044;1261;145;228;172;57;24;0;418;0;0;0;0;0;0;0;5608;2435;1002;853;193;240;199;60;42;6;8;394;9;161;6
375;14729300;7187;5371;5260;1303;558;455;1310;573;331;113;7234;6347;6276;1840;911;695;1594;247;622;57;25;Leipzig Land 3;7176;3836;3792;1573;702;458;184;229;133;47;0;0;466;0;0;0;0;0;0;0;3800;1603;595;489;196;228;142;45;42;6;6;388;6;39;15
376;14729320;5792;3468;3343;887;412;367;896;155;141;82;5806;4320;4257;1296;639;468;1183;88;304;36;23;Leipzig Land 1;5958;2781;2714;1122;525;453;128;56;154;22;0;0;254;0;0;0;0;0;0;0;2726;1190;521;391;94;66;166;26;17;2;0;226;6;17;4
377;14729330;1130;695;678;156;76;61;208;47;35;27;1139;765;753;242;86;87;213;10;63;12;25;Leipzig Land 3;1169;520;510;211;85;83;27;17;16;5;0;0;66;0;0;0;0;0;0;0;512;231;77;64;17;14;20;5;4;1;0;62;0;12;5
378;14729340;2922;1762;1716;468;176;127;481;114;100;49;2919;2000;1987;624;258;186;608;38;173;23;25;Leipzig Land 3;2935;1462;1440;629;247;149;97;39;88;13;0;0;178;0;0;0;0;0;0;0;1445;657;248;151;60;40;92;11;10;1;2;148;3;12;10
379;14729350;5330;3367;3294;982;350;320;727;253;161;79;5339;4033;3966;1291;536;430;987;136;341;45;24;Leipzig Land 2;5416;2508;2472;1007;408;576;89;91;95;23;12;0;171;0;0;0;0;0;0;0;2474;1124;423;379;90;96;107;23;16;2;5;163;9;28;9
380;14729360;3308;1932;1874;452;216;214;514;86;91;60;3300;2296;2246;668;334;290;622;40;168;11;23;Leipzig Land 1;3379;1299;1270;471;278;236;67;26;69;9;0;0;114;0;0;0;0;0;0;0;1274;516;266;192;58;25;80;15;8;1;1;99;1;9;3
381;14729370;4952;3031;2959;764;356;328;641;225;137;75;4903;3647;3597;1109;583;402;860;114;309;17;23;Leipzig Land 1;3085;1369;1348;552;330;208;35;44;24;12;0;0;143;0;0;0;0;0;0;0;1354;562;294;188;56;44;30;11;7;1;3;141;0;11;6
382;14729380;2931;1969;1912;494;157;121;616;116;88;93;2979;2281;2257;709;246;218;720;57;167;23;26;Leipzig Land 4;3049;1564;1530;801;252;139;36;61;110;11;0;0;120;0;0;0;0;0;0;0;1537;760;251;138;37;51;127;17;7;1;3;108;5;28;4
383;14729400;3180;2063;2020;607;210;162;552;125;48;65;3213;2424;2388;772;326;222;739;54;144;19;26;Leipzig Land 4;3304;1564;1536;702;295;145;30;70;139;16;0;0;139;0;0;0;0;0;0;0;1539;724;272;143;29;58;116;25;14;0;0;128;1;24;5
384;14729410;13555;7531;7375;1892;748;657;2214;435;252;243;13657;9348;9239;2575;1287;979;2945;232;581;106;26;Leipzig Land 4;14009;5997;5893;2804;997;648;148;309;361;61;0;0;565;0;0;0;0;0;0;0;5903;2672;1006;687;174;198;371;82;47;7;9;533;17;70;30
385;14729430;7557;4880;4793;1384;429;460;1117;393;244;202;7601;5846;5780;1915;797;687;1399;196;478;64;24;Leipzig Land 2;7512;3613;3546;1501;577;811;107;119;112;36;14;0;269;0;0;0;0;0;0;0;3560;1639;579;526;116;130;127;46;23;4;9;298;2;45;16
386;14730010;1584;726;695;162;87;66;214;28;43;14;1600;936;912;259;132;95;285;10;72;11;36;Nordsachsen 3;1699;491;478;216;119;33;14;13;25;8;0;0;50;0;0;0;0;0;0;0;477;186;118;41;22;16;25;6;0;0;2;52;2;6;1
387;14730020;6489;3722;3629;921;490;420;868;296;130;134;6549;4667;4607;1402;728;636;1053;142;398;50;35;Nordsachsen 2;6668;2754;2711;1234;692;365;97;132;115;50;0;0;0;0;0;0;0;0;26;0;2708;1213;594;300;91;130;110;22;23;4;4;166;5;40;6
388;14730030;3426;2060;2007;528;248;207;563;78;97;50;3513;2744;2698;828;371;320;765;46;215;24;36;Nordsachsen 3;3622;1605;1576;834;306;167;41;32;59;19;0;0;118;0;0;0;0;0;0;0;1582;779;303;169;60;32;69;6;12;0;2;138;3;5;4
389;14730045;6385;3676;3575;900;296;307;1155;217;146;143;6487;4683;4617;1321;583;549;1466;99;310;44;36;Nordsachsen 3;6671;2721;2674;1418;446;242;66;97;169;31;0;0;205;0;0;0;0;0;0;0;2674;1293;451;261;87;88;195;27;19;2;2;202;4;35;8
390;14730050;1819;1188;1158;344;116;82;373;38;50;22;1855;1479;1459;452;190;122;472;27;107;12;36;Nordsachsen 3;1926;1092;1067;542;156;103;39;30;95;13;0;0;89;0;0;0;0;0;0;0;1068;499;156;106;52;26;82;14;13;0;1;108;0;7;4
391;14730060;3575;2211;2152;586;257;214;562;138;99;58;3589;2616;2585;810;398;270;673;85;204;19;36;Nordsachsen 3;3736;1802;1768;824;350;228;42;76;77;18;0;0;153;0;0;0;0;0;0;0;1769;809;342;190;64;65;90;10;12;1;1;149;3;25;8
392;14730070;20812;11305;11053;2910;1375;1215;2456;760;458;653;20873;14155;13998;4330;2226;2030;3185;341;998;257;34;Nordsachsen 1;21302;8251;8100;3705;2092;1104;230;292;539;138;0;0;0;0;0;0;0;0;0;0;8145;3467;1725;1045;239;274;385;88;79;6;9;554;21;225;28
393;14730080;3429;2401;2344;549;217;250;745;130;128;53;3462;2812;2765;765;377;301;844;61;273;19;35;Nordsachsen 2;3524;1881;1836;866;398;245;73;62;97;34;0;0;0;0;0;0;0;0;61;0;1847;849;371;214;65;48;72;17;19;1;7;148;5;20;11
394;14730090;2089;1331;1296;327;142;142;390;61;57;43;2147;1671;1653;477;245;228;441;32;129;20;35;Nordsachsen 2;2230;959;943;419;218;120;85;29;58;5;0;0;0;0;0;0;0;0;9;0;947;446;195;96;36;25;53;5;3;0;2;71;1;12;2
395;14730100;1747;1181;1163;283;90;104;342;82;101;29;1758;1233;1216;333;146;155;343;21;135;10;36;Nordsachsen 3;1806;831;822;472;113;73;25;21;39;7;0;0;72;0;0;0;0;0;0;0;824;405;121;80;44;24;52;8;1;0;1;78;1;8;1
396;14730110;12760;6822;6656;1479;799;685;1932;489;281;214;12838;8838;8691;2335;1443;1174;2335;206;634;79;35;Nordsachsen 2;13052;5151;5041;2047;1297;784;161;201;392;93;0;0;0;0;0;0;0;0;66;0;5063;2091;1144;650;136;150;306;58;53;5;7;373;9;65;16
397;14730120;1175;675;644;152;53;54;173;42;67;22;1193;819;807;204;107;113;240;12;90;5;35;Nordsachsen 2;1251;541;528;232;115;52;73;12;36;6;0;0;0;0;0;0;0;0;2;0;526;237;92;59;37;13;31;2;4;0;1;44;1;3;2
398;14730140;2520;1770;1728;443;208;167;432;125;83;40;2526;2051;2023;588;296;247;536;62;184;17;35;Nordsachsen 2;2513;1351;1321;618;255;209;33;70;78;32;0;0;0;0;0;0;0;0;26;0;1334;611;231;158;37;54;50;25;19;1;2;129;3;11;3
399;14730150;3210;2398;2360;765;199;221;537;180;157;44;3136;2701;2679;937;333;245;683;66;260;29;34;Nordsachsen 1;3132;1652;1617;894;300;190;59;45;101;28;0;0;0;0;0;0;0;0;0;0;1627;838;243;178;57;45;64;22;15;2;3;139;6;10;5
400;14730160;3130;1995;1933;567;164;166;627;81;94;40;3171;2407;2373;749;307;249;742;33;167;22;35;Nordsachsen 2;3271;2035;1919;984;321;235;72;46;183;53;0;0;0;0;0;0;0;0;25;0;1939;959;296;209;85;40;165;17;21;2;1;119;4;17;4
401;14730170;2460;1624;1575;543;116;112;443;70;53;28;2497;1985;1967;665;224;167;568;23;166;22;36;Nordsachsen 3;2632;1501;1471;762;159;136;34;37;246;12;0;0;85;0;0;0;0;0;0;0;1471;745;158;141;47;38;213;9;6;0;2;97;2;8;5
402;14730180;1705;1183;1137;394;99;135;280;44;37;31;1710;1292;1270;460;146;161;330;21;83;8;34;Nordsachsen 1;1758;859;815;381;177;139;23;28;53;14;0;0;0;0;0;0;0;0;0;0;835;434;133;113;16;19;25;9;8;1;0;66;4;3;4
403;14730190;4045;2688;2603;688;238;229;874;100;88;116;4104;3106;3047;932;321;334;1022;57;231;41;35;Nordsachsen 2;4237;1928;1865;924;355;237;95;49;143;27;0;0;0;0;0;0;0;0;35;0;1886;890;288;207;77;38;120;15;13;0;1;193;4;36;4
404;14730200;4980;2904;2814;751;270;335;798;134;105;98;5129;4508;4434;1307;641;535;1224;119;318;38;36;Nordsachsen 3;5270;2596;2545;958;352;769;45;79;161;17;0;0;164;0;0;0;0;0;0;0;2544;1075;396;391;83;82;194;20;27;5;6;226;2;34;3
405;14730210;1886;1296;1254;349;140;104;323;61;61;63;1933;1251;1234;382;169;134;344;29;90;21;36;Nordsachsen 3;1992;1083;1066;529;159;150;43;44;60;7;0;0;74;0;0;0;0;0;0;0;1062;484;177;108;54;31;68;13;9;1;1;90;2;21;3
406;14730230;12043;6498;6362;1544;830;538;1840;417;243;221;12284;8378;8249;2165;1502;905;2413;217;532;69;36;Nordsachsen 3;12717;5633;5544;2497;1111;671;130;205;415;54;0;0;461;0;0;0;0;0;0;0;5556;2284;1162;599;176;215;428;51;39;3;7;510;8;51;23
407;14730250;3944;2482;2422;621;243;258;636;196;91;77;3964;2959;2933;889;376;384;785;106;210;32;34;Nordsachsen 1;3943;1649;1622;777;330;252;36;68;115;44;0;0;0;0;0;0;0;0;0;0;1626;722;284;218;37;63;88;18;19;1;1;145;10;14;6
408;14730270;14399;7781;7644;1860;808;795;1898;649;431;327;14459;10185;10066;2935;1470;1260;2676;266;855;158;34;Nordsachsen 1;14508;5539;5438;2332;1363;906;185;285;266;101;0;0;0;0;0;0;0;0;0;0;5471;2159;1151;736;215;251;194;69;39;6;8;494;11;119;19
409;14730280;2096;1119;1077;275;96;98;294;73;52;26;2016;1311;1276;385;164;163;347;31;102;18;34;Nordsachsen 1;2056;929;905;501;164;114;32;32;56;6;0;0;0;0;0;0;0;0;0;0;906;454;153;110;25;29;37;10;1;0;0;72;2;9;4
410;14730300;12836;7981;7859;1812;740;956;1790;889;577;166;12824;9842;9748;2816;1342;1224;2377;411;1013;72;35;Nordsachsen 2;12292;5691;5601;2443;1066;1063;237;395;284;72;0;0;0;0;0;0;0;0;41;0;5634;2418;939;854;211;315;195;47;46;7;16;528;10;34;14
411;14730310;15823;8555;8316;1993;982;873;2211;466;364;323;16115;11249;11084;3120;1806;1517;2867;276;819;95;36;Nordsachsen 3;16709;6596;6470;2915;1548;731;117;223;334;81;0;0;521;0;0;0;0;0;0;0;6486;2634;1459;776;231;217;367;72;54;7;6;519;11;95;38
412;14730320;1066;644;615;176;62;61;163;40;25;29;1081;732;714;208;109;96;181;25;60;12;35;Nordsachsen 2;1141;552;526;248;117;55;29;20;42;10;0;0;0;0;0;0;0;0;5;0;537;235;107;51;13;17;48;3;7;0;2;42;0;11;1
413;14730330;4362;2778;2681;740;286;279;758;164;85;67;4433;2671;2617;706;390;301;818;76;166;17;36;Nordsachsen 3;4480;2263;2225;949;390;320;37;120;143;17;0;0;249;0;0;0;0;0;0;0;2224;905;416;255;67;92;150;27;22;2;2;248;7;19;12
414;14730340;4279;2435;2370;701;241;225;607;119;99;86;4310;3165;3130;1026;417;405;805;61;235;43;34;Nordsachsen 1;4349;1767;1733;893;399;229;52;42;83;35;0;0;0;0;0;0;0;0;0;0;1746;850;323;202;49;42;65;13;18;2;2;146;6;21;7
415;14730360;2310;1442;1410;390;132;128;403;110;56;43;2360;1724;1711;535;214;199;481;60;133;9;35;Nordsachsen 2;2431;1091;1074;510;188;154;34;79;72;17;0;0;0;0;0;0;0;0;20;0;1073;493;164;122;36;66;61;17;8;0;1;87;1;13;4
416;14511000;193089;120497;118955;23868;16515;12314;27980;13317;6133;1793;195929;147218;145871;36270;28010;17373;35456;6818;12184;1068;1012;Chemnitz 1-3;199440;93759;92230;32414;25513;14416;4618;6939;5091;2222;1017;0;0;0;0;0;0;0;0;0;92904;32906;21840;12892;3302;5677;3594;1014;1230;197;106;8568;244;668;666
417;14612000;428979;294298;291417;54477;36287;24539;57588;51485;14684;6733;0;0;0;0;0;0;0;0;0;0;4147;Dresden 1-7;428666;245320;241970;80192;49829;37204;9724;26760;7392;5927;1097;0;16377;5689;1638;0;0;0;0;141;242931;83270;46176;33347;9344;26511;8052;3110;4827;670;299;19809;352;3482;3682
418;14713000;454329;279855;276495;44611;41364;29478;42954;55819;11631;4160;448372;336605;333714;75733;70195;43399;61065;29454;28431;2745;2733;Leipzig 1-7;432324;191422;189221;54940;47451;32674;5618;21353;5437;3576;749;0;13255;2721;1370;77;0;0;0;0;189582;56715;42926;30685;6132;21342;6331;2845;3454;440;223;13862;269;1824;2534
419;14713000;454329;279855;276495;44611;41364;29478;42954;55819;11631;4160;429448;339619;336654;79111;59222;34421;75819;29337;33402;2856;2733;Leipzig 1-7;432324;191422;189221;54940;47451;32674;5618;21353;5437;3576;749;0;13255;2721;1370;77;0;0;0;0;189582;56715;42926;30685;6132;21342;6331;2845;3454;440;223;13862;269;1824;2534
